Country,Name,Region,Scenario,Degrees,GCM,Welfare Component,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.039242085,-0.226337731,-0.187095404,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-2.5778718,-3.708127976,-6.286000252,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,124.4811859,217.6239014,342.1051025,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.804409862,-1.329199553,-2.133608818,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,19.39259529,65.57061005,84.96316528,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,52.0959816,142.7957611,194.8917236,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.344215632,14.10708523,12.76288128,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.848622322,4.607955456,7.456584454,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-63.18589783,-126.3022156,-189.4881287,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,33.49513245,19.02789879,52.52304077,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.498654395,-0.245910406,0.2527439,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,66.80318451,204.730072,271.5332642,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,689.8948975,642.6263428,1332.521851,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,20.15732956,2.325244904,22.48256683,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-65.3697052,-151.9886932,-217.3583984,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,5.094259262,13.82325554,18.9175148,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.271776915,0.040899225,0.312676311,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-9.820668221,-259.6387634,-269.4594727,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,8.581264496,-2221.107422,-2212.524902,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,68.43986511,283.5216675,351.9616089,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.070325427,-0.497749001,-0.427423477,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.699458003,-13.4157505,-15.11519432,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,4.166339874,2.227475643,6.393819809,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,120.6908951,962.2822266,1082.973877,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.182742745,-6.492845058,-6.675589085,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.282330513,29.68418503,30.96650505,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.577938497,6.036558151,6.614498138,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-3.02819562,-11.99249458,-15.02068615,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.658058882,13.45760632,16.11566162,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.967505932,3.711847544,5.679356098,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,24.33571243,217.3259583,241.6616516,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.148217604,4.764655113,4.912871361,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.51783514,-3.601650715,-5.119484425,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,10.48315716,19.55293846,30.03609657,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.811223269,5.795406342,7.606626034,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.429006398,-1.181110859,-1.610116482,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.007962772,0.51665324,0.508692145,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.467257977,2.60400033,3.071257353,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.684552312,1.649271965,2.333824873,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,5.112390518,12.83151054,17.94389343,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.079632521,-1.095806003,-2.175438881,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.411655962,2.580309391,2.991965532,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.402275026,7.507767677,7.910036087,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.221515954,4.7069273,4.928444386,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-10.59347343,-26.05399895,-36.64747238,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.262150288,-10.28209114,-11.54423332,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.002269745,4.054711342,6.056993008,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.12985386,1.324284554,1.454138398,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.006904244,-3.435827255,-4.442728996,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.54735899,5.051903725,5.599264145,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.014636286,-3.763763905,-3.74912715,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.019062281,-1.483469009,-0.464406759,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.247895151,-0.275454074,-0.027559489,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.025314607,-0.652825952,-0.62751621,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,5.994497299,1.453569412,7.448062897,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-3.08249712,-64.41053009,-67.49305725,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.144851804,0.050154291,-0.094694749,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.040387988,-8.922031403,-9.96241951,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.936028838,-2.434837818,-3.370876789,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-3.91408205,-53.18195343,-57.096035,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.141166985,-0.122953072,0.018214008,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.085293703,0.174449921,0.259743571,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.236109465,-0.536882043,-0.30077228,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.026907045,-1.784886003,-1.757978916,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.910473347,4.602065086,6.512527466,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.163211227,-10.7270174,-11.8902235,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.127910122,-1.951663375,-2.079576016,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-2.318125725,-4.216436386,-6.534565926,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.153187096,-1.90343833,-2.056622744,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.048099056,-1.490334749,-1.538433552,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,7.469008446,33.92254639,41.3915863,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.258722484,-1.441886425,-1.183178306,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,6.23870945,-6.061029911,0.177630425,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.743149042,-12.46407795,-14.2072134,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.699350238,-4.833305359,-4.133957386,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.039294202,-0.261271417,-0.221977651,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.162128985,-0.357795179,-0.519924164,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.460711122,-2.348008156,-3.808720589,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.333763331,0.214024246,-0.119739011,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-13.58865356,-91.11283875,-104.7014999,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-3.975655556,-4.584386826,-8.56003952,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.263706297,-0.180884123,-0.444590449,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.684439778,-0.90253818,-1.586977601,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.484750628,-8.424233437,-8.908983231,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.633349359,-0.771578252,-0.138227627,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.45877862,0.034956157,0.493735075,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,3.798150778,2.459912777,6.258061409,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.038816709,5.383751392,5.422567844,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.132898793,-0.260881066,-0.393779665,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.535625696,6.460312367,6.995936394,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.005362755,0.031390429,0.026027199,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.414229393,0.334645659,0.748875499,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,13.51226902,7.732396126,21.24465942,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,34.47463608,119.8755722,154.3501892,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,5.205983639,61.83351517,67.03946686,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.950931788,10.82495117,13.77587986,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.44822669,17.514534,18.96276093,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.316657186,4.141129971,5.457789421,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.957164288,32.27630615,35.23347473,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,6.333158016,15.39793015,21.73112488,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.582012653,107.2321243,108.814148,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,37.30812073,346.133728,383.4418945,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.062609807,2.116853237,2.17946291,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,6.413318634,30.88851929,37.30185318,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,8.812551498,212.2063141,221.0188599,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,25.9578228,19.99176788,45.94955444,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,9.736862183,7.835983753,17.57284355,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,12.4294529,67.87068939,80.30015564,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,4.316405773,8.463173866,12.77958107,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,2.581938744,5.320768833,7.902708054,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,3.505796194,2.854467869,6.360265732,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,4.325656414,5.04293251,9.368591309,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.584078848,-0.108079158,-0.692157745,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.553320885,3.680950403,5.234270096,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,12.78626728,49.64160156,62.42785263,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,19.36029434,66.43336487,85.7936554,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.775502682,3.209555626,4.985059261,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,6.361403942,4.028851509,10.39025307,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.364992827,-0.538414955,-0.903407335,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,24.3147583,96.79416657,121.108963,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,18.68460274,25.85816193,44.54277039,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.47061336,3.771814823,5.242429733,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,12.07291412,6.133869171,18.20677757,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.105425626,-0.138147414,-0.24357304,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,3.049704075,0.449428201,3.499133587,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.911558628,-0.201836005,0.709723175,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.030456543,0.636363864,1.666819096,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.051700637,-0.042950366,-0.09465082,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.941577613,2.105176449,3.046755314,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.342918873,-2.537077904,-1.194158435,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.301122844,-0.297122449,-0.598245025,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,1.489496708,0.627909184,2.11740613,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.964790821,0.05759754,-0.907191038,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,3.516793013,1.882669687,5.399463654,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.751992226,0.061286807,-0.690705419,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.065413356,-1.683688641,-1.618274927,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.173511729,-0.043135565,0.130376577,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.24358052,0.008828277,-0.234752148,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,3.658789396,-25.96797562,-22.30918884,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-6.18586731,-3.511229515,-9.697095871,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.347233921,0.481016815,0.133782953,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.143853456,0.160834163,0.016980719,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.539085388,0.253213614,0.792299747,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-1.452129126,-4.202926636,-5.655055046,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,0.19492282,1.320029974,1.514953256,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),1,KACE-1-0-G,EV_total,Lancet,-0.00440494,-8.55E-05,-0.004490527,4282.31421,4046.6099
