Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-27.5951252,-6.837594986,-34.43268204,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-1091.458252,-1702.617676,-2794.07666,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-1393.739136,-4115.367676,-5509.107422,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-125.6083145,-1943.063599,-2068.672363,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-78.47505188,-193.0261231,-271.5011597,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-271.720398,-1277.833252,-1549.553223,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-65.14229584,-140.9088135,-206.0509796,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-190.3015137,-1028.223877,-1218.524902,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-93.50401306,-223.7366638,-317.2404785,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-336.744812,-4603.906738,-4940.649414,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-1493.599365,-9101.53125,-10595.12891,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-93.4710846,-93.11898804,-186.5900574,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-114.8141556,-511.9968872,-626.8114014,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-868.7913208,-7317.778809,-8186.572754,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-523.6013184,-388.6340637,-912.2351074,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-702.7410889,-807.3200073,-1510.061035,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-318.2463684,-1060.777832,-1379.02417,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-312.1713867,-407.7367249,-719.9082031,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-104.953598,-155.5386658,-260.492157,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-263.3229981,-294.7841797,-558.1070557,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-256.6347656,-280.1065064,-536.741272,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-240.0412293,-315.2351685,-555.2765503,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-118.798111,-201.4811707,-320.2792358,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-318.2891235,-1117.469727,-1435.759155,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-818.288269,-1963.803589,-2782.091309,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-68.93781281,-104.807518,-173.7429047,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-574.5495606,-266.1907349,-840.7403565,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-490.9672546,-188.6069336,-679.5743408,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-3343.135498,-9755.425781,-13098.5625,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-166.3240509,-195.6590881,-361.9830933,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-70.72649384,-177.3252869,-248.0517883,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-218.8811798,-201.176178,-420.057251,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-36.12411881,-10.89768124,-47.02180481,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-249.4244385,-57.69825745,-307.1151123,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-54.70869446,-76.56164551,-131.2703247,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-254.713501,-215.2890015,-470.0023804,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-4.062826634,-23.15069199,-27.21351242,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-41.62131119,-84.30843353,-125.9297409,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-595.1431885,-390.2243042,-985.3671875,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,0.017682418,-7.509114265,-7.491426945,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,59.33393478,-106.3745117,-47.04063416,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-10.62959862,-173.059433,-183.697876,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-45.79962158,-46.05455017,-91.82976532,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-47.17303085,-25.45401192,-72.62800598,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-8.633678436,-40.64587784,-49.27956772,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-156.0800018,-114.2683792,-270.3483887,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,0.883522868,-6.783463478,-5.899936676,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-1055.24585,-2005.57251,-3060.818848,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-203.2328491,-143.6981812,-346.9311218,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-83.11460114,-41.67168427,-124.7863617,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-46.10768127,-36.29774475,-82.40542603,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-34.09394074,-40.22805786,-74.31794739,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-173.2147369,-213.3423767,-386.5571289,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-24.23102379,-62.37485504,-86.60586548,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-1.391509295,-5.374096394,-6.765609741,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-3.971390247,-16.07127953,-20.04265022,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-12.86493492,-634.649231,-645.8912354,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,-2.638074398,-1.673965097,-4.312039852,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),4,BCC-CSM2-MR,ISO,0.039321966,-0.012133069,0.027189095,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),4,CanESM5,ISO,-64.02529907,-2496.381592,-2560.408203,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),4,CanESM5,ISO,282.2757568,-99.57486725,182.7009583,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),4,CanESM5,ISO,22.46098518,-217.8268433,-195.3658905,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-37073.89453,-134123.3438,-171197.1875,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-362.9324341,-408.5280151,-771.4603882,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-122.7441177,-14188.86035,-14312.48047,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-15.83711624,-5234.400879,-5250.759277,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-30.35852623,-52.00480652,-82.36332703,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-109.7505035,-4997.448731,-5107.320313,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),4,CanESM5,ISO,-38.66679001,-228.2033234,-266.8687134,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-23.21207047,-122.7126999,-145.9234314,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-536.6740112,-413.3989258,-950.0728149,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-5700.208984,-12196.10547,-17896.30859,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-250.4941254,-160.4087219,-410.902771,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-1028.117432,-4833.179688,-5861.214356,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-1505.546143,-3454.569824,-4960.115234,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-47.99589157,-1183.841919,-1231.849731,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-1615.676392,-9368.308594,-10983.98731,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-3234.004395,-4164.671387,-7398.673828,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),4,CanESM5,ISO,-1333.533203,-844.7099609,-2178.220459,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-562.8066406,156.796936,-406.0093994,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-3751.389404,-14973.74414,-18725.14063,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-82555.125,-115615.1563,-198170.2969,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-1620.770386,-356.2299805,-1977,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-31324.15234,-9153.855469,-40464.92188,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-470.3847046,-788.4909668,-1258.875488,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),4,CanESM5,ISO,-21.75564766,-7.162657261,-28.91831207,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),4,CanESM5,ISO,-200.7570496,-3288.140137,-3488.897461,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),4,CanESM5,ISO,2777.217773,-40829.85938,-38052.64063,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),4,CanESM5,ISO,-810.3360596,-4553.918457,-5364.25293,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),4,CanESM5,ISO,-20.21942902,-4.755295754,-24.97466087,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),4,CanESM5,ISO,263.4903259,-2467.050537,-2203.560791,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),4,CanESM5,ISO,-177.423584,-130.5845337,-308.0079956,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),4,CanESM5,ISO,-2641.316406,-14215.96777,-16857.28711,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),4,CanESM5,ISO,74.55144501,-290.8242188,-216.272522,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),4,CanESM5,ISO,-284.1059265,-2809.766602,-3093.872315,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),4,CanESM5,ISO,84.23184204,-364.1320801,-279.900238,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),4,CanESM5,ISO,-107.1290665,-535.6914063,-642.805542,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),4,CanESM5,ISO,-129.2619782,-721.0391235,-850.3010254,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),4,CanESM5,ISO,34.54051209,-121.2747421,-86.73426819,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),4,CanESM5,ISO,-523.657959,-3246.183106,-3769.84082,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),4,CanESM5,ISO,-5.615545273,-144.9936218,-150.6091003,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),4,CanESM5,ISO,-15.1095705,-204.6748962,-219.7843933,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),4,CanESM5,ISO,-122.4620438,-352.5197754,-474.9817505,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),4,CanESM5,ISO,-12.31167793,-158.30336,-170.6150055,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),4,CanESM5,ISO,-26.06509399,-184.855011,-210.9200745,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),4,CanESM5,ISO,-76.18174744,-407.1439514,-483.3259888,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),4,CanESM5,ISO,-45.50159454,-157.9676514,-203.4691925,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),4,CanESM5,ISO,-22.36227989,-16.3674984,-38.72976685,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),4,CanESM5,ISO,-142.1963348,-292.4324341,-434.6288452,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),4,CanESM5,ISO,-52.23052979,-28.19057846,-80.42116547,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),4,CanESM5,ISO,-24.78438568,-72.84423065,-97.62861633,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),4,CanESM5,ISO,2.435040474,-599.0863037,-596.651062,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),4,CanESM5,ISO,-19.66838074,-203.7458191,-223.4141541,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),4,CanESM5,ISO,-436.9364624,-1112.581055,-1549.518189,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-14.26081848,-334.7185669,-348.9797363,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-40.26955032,75.7305603,35.46141052,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),4,CanESM5,ISO,29.48673058,-0.727476656,28.75922012,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-32.25983048,-90.37211609,-122.6341171,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-14.95764351,-89.39533997,-104.3529511,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),4,CanESM5,ISO,11.34071446,-118.2441406,-106.9034271,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),4,CanESM5,ISO,140.7010498,-130.6462708,10.05461788,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-20.226017,2.79872179,-17.4272995,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),4,CanESM5,ISO,43.26879501,68.13873291,111.4072723,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),4,CanESM5,ISO,387.620636,-3038.130127,-2650.509277,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),4,CanESM5,ISO,143.9020844,-3196.190918,-3044.39502,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-134.5778198,-53.22848511,-187.8066101,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),4,CanESM5,ISO,7.55382061,-226.2739563,-218.7200623,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-34.66775894,-69.19784546,-103.8326263,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-175.188385,-2705.95459,-2881.144775,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-5.235765457,-6.721356392,-11.95477867,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),4,CanESM5,ISO,28.49056244,22.32705689,50.81756592,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-45.71473694,-54.03933716,-99.7534256,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-14.63601685,-39.41959,-54.0556488,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),4,CanESM5,ISO,512.836792,-248.2658997,264.571106,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),4,CanESM5,ISO,51.05682373,-338.4312134,-287.3742371,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-47.72426224,-29.65749359,-77.38186646,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-91.54193115,-210.0470123,-301.5887756,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),4,CanESM5,ISO,12.02652359,-51.22478104,-39.19826889,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-12.25296974,-39.98188782,-52.23485565,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),4,CanESM5,ISO,181.0235901,-1738.773438,-1557.749512,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),4,CanESM5,ISO,44.29422379,7.811240673,52.1042099,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),4,CanESM5,ISO,88.66783905,-358.3417969,-264.1121216,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-167.4069672,-642.68396,-810.1977539,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),4,CanESM5,ISO,-85.67306519,-436.4165039,-522.0899048,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),4,CanESM5,ISO,11.99963379,-5.435758591,6.563828468,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,-28.40358543,-24.32299423,-52.72660065,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,-24.76057243,-75.2568512,-100.0173798,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,28.23903847,54.51540756,82.75441742,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,-997.8671875,-2283.438232,-3281.304199,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,240.7430115,-273.4653015,-32.72221375,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,4.620742798,-11.45735931,-6.836610317,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,-24.34838486,-45.23794556,-69.58628082,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-174.7893524,-424.2478027,-599.0369263,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,17.37924576,-18.67687988,-1.297661543,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-20.56223679,-12.40093136,-32.96380234,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-99.53045654,-140.5092773,-240.0397034,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-22.83578491,-244.7425232,-267.5609131,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-2.671468496,-12.04425526,-14.71571732,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),4,CanESM5,ISO,-74.86737061,-287.9754639,-362.8427429,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),4,CanESM5,ISO,-7.933283806,-8.758249283,-16.69153786,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-29.84814835,-7.560204029,-37.41260529,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-1058.360352,-1567.612305,-2625.972412,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-1231.452759,-3401.081299,-4632.534668,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-71.11721039,-1300.769775,-1371.887451,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-65.72940064,-118.5362244,-184.265564,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-282.6679382,-1102.955566,-1385.623657,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-61.22536087,-104.930069,-166.1554108,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-205.6353912,-1037.96814,-1243.600952,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-53.34853745,-145.4427033,-198.7913818,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-356.8356018,-4161.762207,-4518.598633,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-1411.925781,-7318.499512,-8730.422852,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-106.1016464,-81.00593567,-187.107605,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-120.9814682,-773.2648926,-894.2468262,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-949.4505005,-7973.469727,-8922.919922,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-527.6757202,-404.8916931,-932.5678711,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-697.0985718,-801.4924316,-1498.590576,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-268.8123169,-824.4571533,-1093.270752,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-302.7709656,-400.5230713,-703.2940064,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-99.20593262,-157.6815949,-256.8874817,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),4,CanESM5,ISO,-271.3208008,-297.5290222,-568.8496704,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-206.7664185,-278.7840576,-485.5505066,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-153.5030823,-211.1175995,-364.6206665,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-89.10959625,-177.3459168,-266.4555664,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-274.404541,-1207.332764,-1481.737305,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-772.3521729,-2022.613525,-2794.965332,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),4,CanESM5,ISO,-68.07263184,-95.42175293,-163.4944,8454.469752,9704.915
